umap	assay_id	description	exposure_hrs	variant	comment	comment_type
4.560973086	1897799	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay	48			
4.560973086	2086133	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2191993	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2201010	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2211099	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2240012	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay	48			
4.560973086	2270897	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2345054	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay	48			
4.560973086	2348753	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay	48			
4.560973086	2379483	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTT assay	48			
4.586875132	1348543	Antiproliferative activity against human HepG2 cells assessed as growth inhibition after 24 to 48 hrs by CCK8 assay	48			
4.602208701	949323	Cytotoxicity against human CaSki cells after 72 hrs by crystal violet staining method	72			
4.629726029	1662112	Antiproliferative activity against human HepG2 cells after 72 hrs by sulforhodamine B assay	72			
4.660161934	2288539	Antiproliferative activity against human HepG2 assessed as cell growth inhibition incubated for 48 hrs by Cell Counting Kit-8 assay	48			
4.771044997	2092675	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTS assay	48			
4.771044997	2321965	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 48 hrs by MTS assay	48			
4.797665884	2283036	Antiproliferative activity against human HepG2 cells assessed as reduction in cell proliferation				
4.826061679	2034889	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth				
4.834692633	2276833	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability at 50 ug/ml measured after 24 hrs relative to control	24			
4.886138379	2285321	Antiproliferative activity against human HepG2 assessed as reduction in cell proliferation by MTT assay				
4.943237775	2276786	Antimigratory activity against human HepG2 cells assessed as reduction in cell migration by cell migration assay				
4.975051591	2049988	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth measured after 48 hrs by CCK8 assay	48			
5.062849712	1971740	Antiproliferative activity against human CaSki cells assessed as reduction in cell viability after 24 hrs by CellTiter-Glo assay	24			
5.066366815	1971737	Antiproliferative activity against human C33A cells assessed as reduction in cell viability after 24 hrs by CellTiter-Glo assay	24			
5.133025464	1971739	Antiproliferative activity against human SiHa cells assessed as reduction in cell viability after 24 hrs by CellTiter-Glo assay	24			
5.151211042	1971741	Antiproliferative activity against human C33A cells assessed as reduction in cell viability after 48 hrs by CellTiter-Glo assay	48			
5.175569239	1891376	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth measured after 48 hrs by MTT assay	48			
5.253398322	1971743	Antiproliferative activity against human SiHa cells assessed as reduction in cell viability after 48 hrs by CellTiter-Glo assay	48			
5.256589058	1971744	Antiproliferative activity against human CaSki cells assessed as reduction in cell viability after 48 hrs by CellTiter-Glo assay	48			
5.273086422	2090047	Antiproliferative activity against human HepG2 cells overexpressed STAT3 assessed as reduction in cell growth incubated for 48 hrs by CCK-8 assay	48			
5.32468176	2302874	Antiproliferative activity against human HepG2 cells assessed as reduction in cell proliferation incubated for 48 hrs by MTT assay	48			
5.3561952	2284935	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability				
5.3561952	2284967	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability				
5.3561952	2347747	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability				
5.3561952	2348609	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability				
5.358399944	2364156	Antiproliferative activity against human SiHa cells assessed as inhibition of cell growth incubated for 4 hrs under aerobic condition and measured after 5 days regrowth under aerobic condition	124		under aerobic condition	condition
5.358399944	2364157	Antiproliferative activity against human SiHa cells assessed as inhibition of cell growth incubated for 4 hrs under anoxic condition and measured after 5 days regrowth under aerobic condition	124		anoxic condition	condition
5.38636071	2217921	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hr by CCK-8 assay	48			
5.393420452	2028835	Antiproliferative activity against human SiHa cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.396159766	1896862	Antiproliferative activity against human HepG2 cells expressing VEGFR2 assessed as reduction in cell growth incubated for 48 hrs by MTT assay	48			
5.438430283	1848831	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay	48			
5.438430283	2320075	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay	48			
5.47015009	1971748	Antiproliferative activity against human CaSki cells assessed as reduction in cell viability after 72 hrs by CellTiter-Glo assay	72			
5.470636744	2051346	Antiproliferative activity against human HepG2 cells assessed as cell viability after 48 hrs by CCK-8 assay	48			
5.470636744	2215723	Antiproliferative activity against human HepG2 cells assessed as cell viability after 48 hrs by CCK-8 assay	48			
5.508464225	1971747	Antiproliferative activity against human SiHa cells assessed as reduction in cell viability after 72 hrs by CellTiter-Glo assay	72			
5.509842383	2236328	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by trypan blue staining method	48			
5.523530089	1971745	Antiproliferative activity against human C33A cells assessed as reduction in cell viability after 72 hrs by CellTiter-Glo assay	72			
5.573665364	1471282	Anticancer activity against human HepG2 cells assessed as cell survival after 48 hrs by MTT assay	48			
5.605906407	1914654	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability by MTT assay				
5.605906407	2056834	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability by MTT assay				
5.605906407	2270761	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability by MTT assay				
5.605906407	2348730	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability by MTT assay				
5.605906407	2368769	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability by MTT assay				
5.615527464	1554288	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTS assay	48			
5.628266978	2347808	Antiproliferative activity against human C-33-A cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
5.632319697	2347775	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by alamarBlue assay	48			
5.648276616	1549635	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1571618	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1676320	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1836070	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1843224	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1846867	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	1993638	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	2022426	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	2052774	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	2079807	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	2091560	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648276616	2346504	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 48 hrs by MTT assay	48			
5.648455749	2116335	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay	48			
5.652675595	2234145	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by CCK-8 assay	48			
5.660838867	1854440	Antiproliferative activity against human HepG2 assessed as reduction in cell viability incubated for 48 hrs by AlamarBlue assay	48			
5.720048492	2317418	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by CCk-8 assay	48			
5.720048492	2322945	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by CCK-8 assay	48			
5.72668995	1468280	Antiproliferative activity against human HepG2 cells assessed as cell viability after 48 hrs by MTT assay	48			
5.72668995	1527290	Antiproliferative activity against human HepG2 cells assessed as cell viability after 48 hrs by MTT assay	48			
5.72668995	1910174	Antiproliferative activity against human HepG2 cells assessed as cell viability after 48 hrs by MTT assay	48			
5.746209073	1846565	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	1866983	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	1893326	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2023672	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2091580	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2125261	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2162935	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2270097	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2284331	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT spectrophotometric assay	48			
5.746209073	2347780	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.746209073	2348750	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.78522309	2079432	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by CCK8 assay	48			
5.78522309	2377445	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 48 hrs by CCK8 assay	48			
5.787167267	1450529	Anticancer activity against human HepG2 cells assessed as cell viability after 48 hrs by MTT microcultured tetrazolium assay	48			
5.789814107	2242505	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by SRB assay	48			
5.801335166	1363481	Anticancer activity against human HepG2 cells assessed as cell viability after 48 hrs by MTT assay	48			
5.834388335	2283044	Anticancer activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.834388335	2316872	Anticancer activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.837462027	2211509	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by CCK8 assay	48			
5.861960619	2052211	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by sulforhodamine B assay/CellTiter Glo-luminescent assay	72			
5.863439721	1809026	Antitumour activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
5.922954518	1991094	Antiproliferation activity against human HepG2 cells assessed as reduction in cell viability incubated for 96 hrs by MTT assay	96			
5.989132307	1512711	Cytotoxic activity against human HepG2 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
6.060445869	2030921	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 96 hrs by MTT assay	96			
6.066778051	2283048	Anticancer activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT colorimetric assay	24			
6.126624943	2283025	Anticancer activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.132556801	2070939	Antiproliferative activity against human HepG2 cells assessed as reduction in cell proliferation measured after 72 hrs by MTT assay	72			
6.13949363	2208034	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by CCK-8 assay	24			
6.164433204	2088037	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 72 hrs by CCK-8 assay	72			
6.173529016	2293293	Cytostatic activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.175334113	2209969	Antiproliferative activity against HER2 negative human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
6.175334113	2296295	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured for 24 hrs by MTT assay	24			
6.175334113	2317282	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
6.179231288	2274378	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by CCK-8 assay	24			
6.182133641	2016898	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.182133641	2023928	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.182133641	2225069	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.182133641	2302889	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.182133641	2367892	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.184017989	2234147	Anticancer activity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs by MTT assay	24			
6.197233627	2244260	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by CCK-8 assay	72			
6.221544866	1475977	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
6.221544866	1549634	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
6.221544866	1571617	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
6.221544866	1842814	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
6.221544866	1847898	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 24 hrs by MTT assay	24			
6.239071832	1980829	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by SRB assay	72			
6.245736474	2056445	Antiproliferative activity against human HepG2 cells harboring CD44+ assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.245736474	2056446	Antiproliferative activity against human HepG2 cells harboring CD133+ assessed as reduction in cell viability incubated for 24 hrs by MTT assay	24			
6.267562675	2233310	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by CCK-8 assay	72			
6.279258172	1971026	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth measured after 72 hrs by MTT assay	72			
6.322302169	1559088	Antiproliferative activity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
6.3360191	1549636	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1571619	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1816472	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1842743	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1842858	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1865817	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	1892656	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	2115363	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.3360191	2217691	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.336059944	1978211	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth after 72 hrs by MTT assay	72			
6.336931443	2034978	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 72 hrs by MTT assay	72			
6.336931443	2074648	Antiproliferative activity against human HepG2 cells assessed as reduction in cell growth incubated for 72 hrs by MTT assay	72			
6.363574187	1748376	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	1862740	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	1865273	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	1907104	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	1978394	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2012576	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2052012	Antiproliferative activity against human HepG2 assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2084859	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2107421	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2127153	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2159220	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2201837	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2215166	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2280591	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2288941	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2320933	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.363574187	2347695	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.403495623	2133872	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.403495623	2231434	Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.404812572	2285811	Antiproliferative activity against human HepG2 cells assessed as cell viability incubated for 72 hrs by MTT assay	72			
6.408352436	1561212	Antiproliferative activity against human HepG2 cells assessed as cell viability after 72 hrs by MTT assay	72			
6.422586319	2087869	Antiproliferative against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.46496047	1876124	Antiproliferative activity against human SiHa cells assessed as inhibition of cell viability after 72 hrs by CCK-8 assay	72			
6.501914941	1859812	Anticancer activity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.501914941	2348690	Anticancer activity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.501914941	2374756	Anticancer activity against human HepG2 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay	72			
6.502691327	2234353	Antitumor activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.539148013	2128383	Anticancer activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.540942628	2230266	Antiproliferative activity against human Ca-Ski cells assessed as inhibition of cell growth incubated for 72 hrs by CellTiter-Glo luminescent cell viability assay	72			
6.546294467	2164552	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 8 hrs by CCK8 assay	8			
6.581564766	2304183	Cytotoxicity activity against human HepG2 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay	72			
6.586820281	2015164	Cytotoxicity activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by MTT assay	72			
6.626110478	1876121	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell viability after 72 hrs by CCK-8 assay	72			
6.680788112	2197023	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell viability measured after 120 hrs CellTiter-Glo assay	72			
6.683186503	2248365	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by Cell titre Glo-luminiscence cell viability assay	72			
6.684892095	2089028	Antiproliferative activity against human HEPG2 cells assessed as inhibition of cell growth measured after 72 hrs by plate reader assay	72			
6.690315733	2360627	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 70 hrs by CCK-8 assay	70			
6.745506071	2089331	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by Celltiter-Glo luminescent assay	72			
6.789941193	2290345	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 22 to 70 hrs by CCK-8 assay	70			
6.790847582	2235793	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by CCK8 assay	72			
6.805286495	2125193	Cytotoxicity against human HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter measured after 24 hrs by CellTiter-Glo luminescent cell viability assay	24			
6.841855297	2327621	Antiproliferative activity against human SiHa cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.868384314	983221	Antiproliferative activity against human HepG2 cells assessed as growth inhibition after 24 hrs by SRB assay	24			
6.898829058	2232801	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 74 hrs by SRB assay	74			
6.912030139	1545274	Antiproliferative activity against human HepG2 cells assessed as growth inhibition after 72 hrs by CCK-8 assay	72			
6.933642514	2193081	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
6.933642514	2197137	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
6.933642514	2245395	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
6.933642514	2321838	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
6.933642514	2356587	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by SRB assay	72			
6.936211782	2121606	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition after 72 hrs by SRB assay	72			
6.941706479	2226632	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by luminescence based analysis	72			
6.958231755	2377239	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in presence of glucose by MTT assay	24		in presence of glucose 	specific goal
6.961158026	1897800	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2093070	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2209020	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2240045	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2240468	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2251175	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2270918	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay	72			
6.961158026	2276256	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2283624	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2295750	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2350613	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by MTT assay	72			
6.961158026	2356634	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay	72			
6.965173492	2377240	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in presence of galactose by MTT assay	24		in presence of galactose	specific goal
6.983659914	2164960	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 24 hrs followed by 72 hrs of compound-free incubation by Sulforhodamine B assay	24			
6.986267039	2237376	Anticancer activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB assay	72			
6.991287874	2120915	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth incubated for 72 hrs by SRB method	72			
6.994034201	2145083	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in presence of 10 uM chloramphenicol by MTT assay	24		in presence of 10 uM chloramphenicol	combination
7.035563137	2205841	Antiproliferative activity activity human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by CCK8 assay	72			
7.059168374	1989328	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition after 72 hrs by MTT assay	72			
7.059168374	2079235	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition after 72 hrs by MTT assay	72			
7.059168374	2111791	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition after 72 hrs by MTT assay	72			
7.071127199	2310678	Cytotoxicity against human HepG2 cells with high TrxR expression assessed as reduction in cell viability incubated for 48 hrs by MTT assay	48			
7.076469237	2145082	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability incubated for 24 hrs in presence of 1 uM chloramphenicol by MTT assay	24		in presence of 10 uM chloramphenicol	combination
7.096322415	2089642	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by SRB assay	72			
7.120591698	2102713	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition incubated for 4 hrs by MTT assay	4			
7.136720174	2164955	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 96 hrs by Sulforhodamine B assay	96			
7.171802039	2130916	Cytotoxicity against human HepG2 cells assessed as reduction in cell viability measured after 24 hrs in the presence of plasmin by beckman coulter counting method	24		in the presence of plasmin	modifying biological factor
7.216556488	2263375	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell proliferation incubated for 24 hrs by CCK-8 assay	24			
7.244299619	1971202	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2034709	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay	72			
7.244299619	2087778	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2123536	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2135127	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay	72			
7.244299619	2186712	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2228537	Antiproliferative activity against human HepG2 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay	72			
7.244299619	2237754	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2267892	Antiproliferative activity against human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
7.244299619	2302935	Antiproliferative activity in human HepG2 cells assessed as cell growth inhibition measured after 72 hrs by MTT assay	72			
